% All velocities corrected for polar stereographich scale distortion
% NEGIS 1
% Vx and Vy denote ice surface speed in X and Y direction of the polar stereographic projection with
% a standard latitude of 70° N and rotation angle of -45° E
%  Time,       Time,      latitude   longitude     Vx      Vx_std      Vy      Vy_std     V        V_std            
%  date,     decimal_year,   deg       deg         m/yr      m/yr      m/yr      m/yr     m/yr      m/yr    
  2016-08-13,  2016.6148,  78.2320,  -26.5281,  204.7638,  0.6064,  279.2630,  0.0457,  346.2889,  0.6082
  2016-08-14,  2016.6175,  78.2320,  -26.5281,  204.9047,  0.6060,  278.8199,  0.0463,  346.0151,  0.6078
  2016-08-15,  2016.6202,  78.2320,  -26.5281,  204.5432,  0.6071,  280.4818,  0.0453,  347.1425,  0.6088
  2016-08-16,  2016.6230,  78.2320,  -26.5280,  204.9299,  0.6229,  279.0069,  0.0445,  346.1807,  0.6245
  2016-08-17,  2016.6257,  78.2320,  -26.5280,  204.1312,  0.6080,  276.2259,  0.0451,  343.4681,  0.6096
  2016-08-18,  2016.6284,  78.2320,  -26.5280,  203.9033,  0.6089,  276.6412,  0.0442,  343.6667,  0.6104
  2016-08-19,  2016.6311,  78.2320,  -26.5279,  204.9889,  0.6169,  278.0526,  0.0436,  345.4471,  0.6185
  2016-08-20,  2016.6339,  78.2321,  -26.5279,  206.7410,  0.6054,  273.4417,  0.0440,  342.8006,  0.6070
  2016-08-21,  2016.6366,  78.2321,  -26.5279,  204.0051,  0.6044,  283.8827,  0.0446,  349.5818,  0.6060
  2016-08-22,  2016.6393,  78.2321,  -26.5278,  200.8416,  0.6043,  275.0439,  0.0449,  340.5679,  0.6059
  2016-08-23,  2016.6421,  78.2321,  -26.5278,  205.7639,  0.6048,  276.6598,  0.0438,  344.7889,  0.6063
  2016-08-24,  2016.6448,  78.2321,  -26.5277,  203.2013,  0.6077,  276.8570,  0.0447,  343.4248,  0.6094
  2016-08-25,  2016.6475,  78.2321,  -26.5277,  205.0738,  0.6104,  278.0008,  0.0456,  345.4558,  0.6121
  2016-08-26,  2016.6503,  78.2321,  -26.5277,  204.8029,  0.6117,  272.2119,  0.0447,  340.6516,  0.6134
  2016-08-27,  2016.6530,  78.2321,  -26.5276,  205.0337,  0.6100,  271.7765,  0.0384,  340.4427,  0.6111
  2016-08-28,  2016.6557,  78.2321,  -26.5276,  207.3510,  0.6066,  273.9765,  0.0367,  343.5950,  0.6078
  2016-08-29,  2016.6585,  78.2321,  -26.5276,  201.9210,  0.6047,  279.5532,  0.0370,  344.8508,  0.6058
  2016-08-30,  2016.6612,  78.2321,  -26.5275,  205.3201,  0.6039,  277.9751,  0.0357,  345.5814,  0.6050
  2016-08-31,  2016.6639,  78.2321,  -26.5275,  203.4136,  0.6051,  283.1095,  0.0374,  348.6087,  0.6062
  2016-09-01,  2016.6667,  78.2321,  -26.5275,  203.5946,  0.6047,  275.2196,  0.0369,  342.3398,  0.6058
  2016-09-02,  2016.6694,  78.2321,  -26.5274,  205.1628,  0.6182,  273.9071,  0.0411,  342.2233,  0.6195
  2016-09-03,  2016.6721,  78.2321,  -26.5274,  204.0477,  0.6056,  277.5737,  0.0400,  344.5034,  0.6069
  2016-09-04,  2016.6749,  78.2321,  -26.5274,  203.5819,  0.6036,  286.5425,  0.0376,  351.4999,  0.6048
  2016-09-05,  2016.6776,  78.2321,  -26.5273,  205.3616,  0.6052,  276.3913,  0.0355,  344.3334,  0.6062
