% NEGIS 1
% Vx and Vy denote ice surface speed in X and Y direction of the polar stereographic projection with
% a standard latitude of 70° N and rotation angle of -45° E
%  Time,       Time,      latitude   longitude     Vx      Vx_std      Vy      Vy_std     V        V_std            
%  date,     decimal_year,   deg       deg         m/yr      m/yr      m/yr      m/yr     m/yr      m/yr    
  2016-08-13, 2016.6148,  78.23201, -26.52812,  200.7008,  0.5944,  273.7217,  0.0448, 339.4177,   0.5961,  
  2016-08-14, 2016.6175,  78.23202, -26.52808,  200.8389,  0.5940,  273.2874,  0.0454, 339.1493,   0.5957,  
  2016-08-15, 2016.6202,  78.23202, -26.52805,  200.4845,  0.5951,  274.9163,  0.0444, 340.2543,   0.5967,  
  2016-08-16, 2016.6230,  78.23203, -26.52802,  200.8636,  0.6105,  273.4707,  0.0436, 339.3116,   0.6121,  
  2016-08-17, 2016.6257,  78.23203, -26.52798,  200.0807,  0.5959,  270.7449,  0.0442, 336.6528,   0.5975,  
  2016-08-18, 2016.6284,  78.23204, -26.52795,  199.8573,  0.5968,  271.1519,  0.0433, 336.8475,   0.5983,  
  2016-08-19, 2016.6311,  78.23204, -26.52791,  200.9214,  0.6047,  272.5353,  0.0427, 338.5925,   0.6062,  
  2016-08-20, 2016.6339,  78.23205, -26.52788,  202.6387,  0.5934,  268.0159,  0.0431, 335.9985,   0.5950,  
  2016-08-21, 2016.6366,  78.23205, -26.52785,  199.9571,  0.5924,  278.2497,  0.0437, 342.6452,   0.5940,  
  2016-08-22, 2016.6393,  78.23206, -26.52781,  196.8564,  0.5923,  269.5863,  0.0440, 333.8101,   0.5939,  
  2016-08-23, 2016.6421,  78.23206, -26.52778,  201.6810,  0.5928,  271.1701,  0.0429, 337.9474,   0.5943,  
  2016-08-24, 2016.6448,  78.23207, -26.52774,  199.1693,  0.5956,  271.3634,  0.0438, 336.6103,   0.5973,  
  2016-08-25, 2016.6475,  78.23207, -26.52771,  201.0046,  0.5983,  272.4845,  0.0447, 338.6010,   0.6000,  
  2016-08-26, 2016.6503,  78.23208, -26.52768,  200.7391,  0.5996,  266.8105,  0.0438, 333.8922,   0.6012,  
  2016-08-27, 2016.6530,  78.23208, -26.52764,  200.9653,  0.5979,  266.3837,  0.0376, 333.6874,   0.5990,  
  2016-08-28, 2016.6557,  78.23209, -26.52761,  203.2366,  0.5946,  268.5401,  0.0360, 336.7772,   0.5957,  
  2016-08-29, 2016.6585,  78.23209, -26.52758,  197.9143,  0.5927,  274.0061,  0.0363, 338.0080,   0.5938,  
  2016-08-30, 2016.6612,  78.23210, -26.52754,  201.2460,  0.5919,  272.4593,  0.0350, 338.7241,   0.5930,  
  2016-08-31, 2016.6639,  78.23210, -26.52751,  199.3773,  0.5931,  277.4918,  0.0367, 341.6914,   0.5942,  
