% NEGIS 3
% Vx and Vy denote ice surface speed in X and Y direction of the polar stereographic projection with
% a standard latitude of 70° N and rotation angle of -45° E5
%  Time,       Time,      latitude   longitude     Vx      Vx_std      Vy      Vy_std     V        V_std            
%  date,     decimal_year,   deg       deg         m/yr      m/yr      m/yr      m/yr     m/yr      m/yr 
  2016-08-12, 2016.6120,  78.74955, -24.28194,  140.4304,  0.5900,  311.8936,  0.0490, 342.0502,   0.5921,  
  2016-08-13, 2016.6148,  78.74956, -24.28191,  140.6588,  0.3280,  314.1576,  0.0297, 344.2091,   0.3293,  
  2016-08-14, 2016.6175,  78.74956, -24.28188,  139.6525,  0.3278,  315.7544,  0.0288, 345.2588,   0.3291,  
  2016-08-15, 2016.6202,  78.74957, -24.28185,  139.8534,  0.3278,  312.6880,  0.0298, 342.5387,   0.3291,  
  2016-08-16, 2016.6230,  78.74958, -24.28182,  139.3483,  0.3372,  314.3510,  0.0284, 343.8525,   0.3384,  
  2016-08-17, 2016.6257,  78.74958, -24.28178,  138.8785,  0.3275,  311.6922,  0.0287, 341.2319,   0.3288,  
  2016-08-18, 2016.6284,  78.74959, -24.28175,  138.3499,  0.3288,  314.7921,  0.0287, 343.8528,   0.3301,  
  2016-08-19, 2016.6311,  78.74959, -24.28172,  139.6767,  0.3352,  315.1584,  0.0281, 344.7236,   0.3363,  
  2016-08-20, 2016.6339,  78.74960, -24.28169,  140.8066,  0.3273,  313.8760,  0.0280, 344.0126,   0.3285,  
  2016-08-21, 2016.6366,  78.74961, -24.28166,  138.5906,  0.3270,  312.8318,  0.0280, 342.1565,   0.3282,  
  2016-08-22, 2016.6393,  78.74961, -24.28163,  138.5520,  0.3273,  312.9611,  0.0276, 342.2591,   0.3285,  
  2016-08-23, 2016.6421,  78.74962, -24.28160,  140.6026,  0.3268,  312.9361,  0.0272, 343.0716,   0.3279,  
  2016-08-24, 2016.6448,  78.74962, -24.28157,  139.5474,  0.3285,  316.0227,  0.0282, 345.4618,   0.3297,  
  2016-08-25, 2016.6475,  78.74963, -24.28154,  140.1764,  0.3306,  316.6185,  0.0288, 346.2610,   0.3318,  
  2016-08-26, 2016.6503,  78.74964, -24.28151,  140.2555,  0.3318,  313.8748,  0.0279, 343.7863,   0.3330,  
  2016-08-27, 2016.6530,  78.74964, -24.28147,  140.5044,  0.3300,  312.9592,  0.0249, 343.0524,   0.3310,  
  2016-08-28, 2016.6557,  78.74965, -24.28144,  142.0661,  0.3279,  314.0752,  0.0240, 344.7115,   0.3287,  
  2016-08-29, 2016.6585,  78.74966, -24.28141,  138.4885,  0.3265,  313.0344,  0.0236, 342.3004,   0.3274,  
  2016-08-30, 2016.6612,  78.74966, -24.28138,  139.5638,  0.3261,  311.1270,  0.0235, 340.9957,   0.3270,  
  2016-08-31, 2016.6639,  78.74967, -24.28135,  138.8852,  0.3269,  312.1229,  0.0245, 341.6282,   0.3278,  
  2016-09-01, 2016.6667,  78.74967, -24.28132,  139.1050,  0.3263,  314.8007,  0.0231, 344.1652,   0.3271,  
  2016-09-02, 2016.6694,  78.74968, -24.28129,  139.8897,  0.3322,  311.3451,  0.0259, 341.3281,   0.3332,  
  2016-09-03, 2016.6721,  78.74969, -24.28126,  139.4374,  0.3263,  314.6816,  0.0239, 344.1908,   0.3272,  
  2016-09-04, 2016.6749,  78.74969, -24.28123,  138.6995,  0.3260,  313.5696,  0.0234, 342.8753,   0.3268,  
  2016-09-05, 2016.6776,  78.74970, -24.28120,  140.5264,  0.3277,  319.1708,  0.0237, 348.7373,   0.3285,  
  2016-09-06, 2016.6803,  78.74970, -24.28116,  142.3095,  0.3266,  321.1396,  0.0234, 351.2586,   0.3274,  
  2016-09-07, 2016.6831,  78.74971, -24.28113,  137.9536,  0.3347,  309.2527,  0.0286, 338.6273,   0.3359,  
  2016-09-08, 2016.6858,  78.74972, -24.28110,  138.4054,  0.3413,  317.6024,  0.0315, 346.4496,   0.3428,  
  2016-09-09, 2016.6885,  78.74972, -24.28107,  138.3838,  0.3328,  310.1522,  0.0272, 339.6240,   0.3340,  
  2016-09-10, 2016.6913,  78.74973, -24.28104,  137.8734,  0.3268,  311.3362,  0.0249, 340.4986,   0.3277,  
  2016-09-11, 2016.6940,  78.74974, -24.28101,  138.3462,  0.3261,  312.0987,  0.0239, 341.3873,   0.3270,  
  2016-09-12, 2016.6967,  78.74974, -24.28098,  138.5637,  0.3263,  310.6230,  0.0240, 340.1272,   0.3272,  
  2016-09-13, 2016.6995,  78.74975, -24.28095,  137.7721,  0.3261,  310.9297,  0.0239, 340.0859,   0.3270,  
  2016-09-14, 2016.7022,  78.74975, -24.28092,  138.0829,  0.3344,  314.5258,  0.0226, 343.5016,   0.3351,  
